#gogreen Study by NOAA Heightens the Makah Tribe’s Hopes of Recommencing Whaling Practice http://t.co/LtXrqC93jh,Tue Mar 10 16:08:30 +0000 2015
".@BBCNews Mar 20th. Total Solar Eclipse. Faroes. If people aware of Faroe whaling, would they visit? #BloodEclipse",Sun Mar 15 18:03:22 +0000 2015
RT @SongOfTheHunt: National Anthems of Great Current Whaling Nations - Faroe Islands - http://t.co/heQ8IwcmdR #SeaShepherd #Tweet4Taiji #th…,Mon Mar 16 03:18:54 +0000 2015
"Clickbait for Moby Dick: ""A guy joins a whaling crew. What happens about 489 pages in will shake you a bit.""",Fri Mar 13 02:53:49 +0000 2015
.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/8KvJSfcA1H #BloodEclipse,Sun Mar 15 21:41:12 +0000 2015
Giant sea serpents and whaling ships http://t.co/j6t8BvRFG9 World #Map http://t.co/akEgSZRNfX,Thu Apr 09 14:00:22 +0000 2015
And he was wearing a duffel coat. He looked like he was about to board a nineteenth-century whaling ship in Whitby.,Wed Mar 11 09:51:51 +0000 2015
RT @fidget98160: Why is whaling specifically illegal in so many landlocked states?,Fri Mar 13 01:44:45 +0000 2015
@jumpingGrendel the whaling is the hardest part #mobydick,Thu Mar 12 14:35:33 +0000 2015
".@BBCNews Mar 20th. Total Solar Eclipse. Faroes. If people aware of Faroe whaling, would they visit? #BloodEclipse",Sat Mar 14 17:29:23 +0000 2015
.@SkyNews 1 of only 2 places on Earth to view solar eclipse..Faroe Islands..but many won’t visit due to whaling tradition #BloodEclipse,Mon Mar 16 09:57:59 +0000 2015
"RT @NRDC: Before buying #seafood, verify it's not sourced from Icelandic companies linked to #whaling http://t.co/RTJrIt0jzV http://t.co/yr…",Mon Mar 16 13:19:32 +0000 2015
.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/AgE1AVI9x5 #BloodEclipse,Sat Mar 14 23:36:26 +0000 2015
Recipe - Alaska Whale Stew - http://t.co/NtHytkNGNV #Tweet4Taiji #thecove #whaling,Tue Mar 10 20:09:57 +0000 2015
"RT @SmegmaKing: Silly @freebsdgirl, if #GamerGate was attacking you, it would be called ""Whaling"" not ""Sea-Lioning"" http://t.co/npGuzQZjIa",Wed Mar 18 11:36:18 +0000 2015
"RT @SmegmaKing: Silly @freebsdgirl, if #GamerGate was attacking you, it would be called ""Whaling"" not ""Sea-Lioning"" http://t.co/npGuzQZjIa",Wed Mar 18 16:17:32 +0000 2015
"RT @bvnssss: i had to turn away from sin, she's whaling. ��������",Mon Mar 16 02:20:58 +0000 2015
".@cphpost With 23 whaling bays, not difficult for tourists to find themselves witness to Faroes Grind #BloodEclipse http://t.co/BBLaMgosAS",Sat Mar 14 17:38:52 +0000 2015
#savethearctic #greenpeace http://t.co/IHjKwYQstX,Sun Mar 08 23:18:27 +0000 2015
".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/DiXRr3IGy9",Sun Mar 15 01:05:34 +0000 2015
"RT @Jackie_Onassis_: In one of the coldest places on Earth, the still-active volcano of Deception Island has a dangerous whaling past. http…",Thu Mar 12 06:33:52 +0000 2015
".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/QkURuOWjyY",Sun Mar 15 16:49:24 +0000 2015
Hearing Everlong on the radio at work makes me think of @_Izayah_ whaling on a set of fake plastic drums back in the day.,Sun Mar 15 21:28:17 +0000 2015
".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t.co/QFb35MXmoj",Sun Mar 15 04:03:18 +0000 2015
"RT @SmegmaKing: Silly @freebsdgirl, if #GamerGate was attacking you, it would be called ""Whaling"" not ""Sea-Lioning"" http://t.co/npGuzQZjIa",Wed Mar 18 13:05:22 +0000 2015
"RT @AquamanOD: Native Americans Want to Hunt #GrayWhales, Again. Do They Have the Right? http://t.co/C35txRTkwX via @TakePart #whales #whal…",Thu Mar 12 23:13:34 +0000 2015
"RT @Jackie_Onassis_: In one of the coldest places on Earth, the still-active volcano of Deception Island has a dangerous whaling past. http…",Thu Mar 12 06:33:14 +0000 2015
"RT @WHALES_org: Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
http://t.co/2b5KNNjjio http:/…",Mon Mar 09 14:04:12 +0000 2015
"@theroguetennant Always pictured a whaling boat lifting it's net, only to reveal him standing on top of the net with a ""you're fucked"" look.",Wed Mar 11 20:25:34 +0000 2015
"RT @SeaShepherd_USA: Makah Whaling – Whales Must Be Protected in U.S. Waters http://t.co/4pqb5hGhnl Commentary by #SeaShepherd Founder, Cap…",Thu Mar 12 13:10:02 +0000 2015
.@denmarkinuk The Faroes maintain large parts of their traditional culture. But whaling tradition discourages many visitors! #BloodEclipse,Sun Mar 15 01:03:09 +0000 2015
"RT @Diversion50: PRANK: Loosen the legs on a housemates chair. When he goes to sit down, disembowel him with a whaling harpoon at point b…",Fri Mar 13 18:01:06 +0000 2015
".@cphpost With 23 whaling bays, not difficult for tourists to find themselves witness to Faroes Grind #BloodEclipse http://t.co/QkURuOWjyY",Sun Mar 15 16:52:44 +0000 2015
RT @QuadFins4Fun: Norwegian Government's Financial Support of Whaling under Fire Again - http://t.co/Fc8HOmnC1w http://t.co/It686faj8l,Sun Mar 15 07:30:07 +0000 2015
"House boats, like old timey whaling &amp; Tim Burton, have a strange nostalgic air of romance which clouds exactly how awful they must be",Wed Mar 11 02:28:13 +0000 2015
National Anthems of Great Current Whaling Nations - Saint Vincent &amp; Grenadines - http://t.co/eA8zQAKRJL #Tweet4Taiji #seashepherd,Mon Mar 09 23:10:18 +0000 2015
World's Whaling Slaughter Tallied at 3 Million #RacingExtinction http://t.co/iCNsSqKbGk http://t.co/vnIrMJrNaR,Thu Mar 12 16:19:50 +0000 2015
RT @peteswildlife: .@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling. End it! http://t.co/FZe8Bwo9sU #BloodEcl…,Wed Mar 18 10:56:38 +0000 2015
National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Mon Mar 16 08:10:05 +0000 2015
.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/IlTYpViubW #BloodEclipse,Sun Mar 15 00:15:38 +0000 2015
National Anthems of Great Current Whaling Nations - Canada - http://t.co/6ADRsI11Xq #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 14:10:50 +0000 2015
RT @BiodiversityNew: World's whaling slaughter tallied http://t.co/i8YUUit4lf,Thu Mar 12 03:49:30 +0000 2015
".@cphpost With 23 whaling bays, not difficult for tourists to find themselves witness to Faroes Grind #BloodEclipse http://t.co/WnyZMnVxtz",Sun Mar 15 15:05:01 +0000 2015
.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/sxnxWEYHYY #BloodEclipse,Sat Mar 14 20:15:52 +0000 2015
Grim reading: World’s whaling slaughter tallied http://t.co/BgoNPGpZqd #Antarctic #whales @NatureNews @DPCressey,Thu Mar 12 14:49:24 +0000 2015
@DANCHISE25 whaling*,Thu Mar 12 18:01:56 +0000 2015
RT @DohertyShannen: I hope there is more attention brought to this especially as it is happening in our own backyard @SeaShepherd_USA http:…,Mon Mar 16 02:18:47 +0000 2015
.@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling. End it! http://t.co/PqAwzQJLIh #BloodEclipse,Mon Mar 16 12:04:06 +0000 2015
RT @IntellectualFix: An endangered Finless Porpoise smiling before its death from illegal whaling http://t.co/2MAVEsWbEQ,Fri Mar 13 02:55:41 +0000 2015
.@DRBreaking Denmark is Pro Whaling as they support Faroe’s Grindadrap – Please end this now! http://t.co/EpLGvyh65b #BloodEclipse,Mon Mar 16 06:11:08 +0000 2015
.@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling. End it! http://t.co/WFxLWIL3Pa #BloodEclipse,Sun Mar 15 01:44:15 +0000 2015
"RT @Jackie_Onassis_: In one of the coldest places on Earth, the still-active volcano of Deception Island has a dangerous whaling past. http…",Thu Mar 12 06:33:10 +0000 2015
Whaling Facts - http://t.co/nPrWHfx5u6 #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians,Thu Mar 12 08:45:50 +0000 2015
.@SkyNews 1 of only 2 places on Earth to view solar eclipse..Faroe Islands..but many won’t visit due to whaling tradition #BloodEclipse,Sun Mar 15 00:30:05 +0000 2015
Recipe - Alaska Whale Stew - http://t.co/NtHytkNGNV #Tweet4Taiji #thecove #whaling #seashepherd,Tue Mar 10 09:11:02 +0000 2015
".@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclip",Sun Mar 15 22:43:45 +0000 2015
"RT @pippatg: .@VisitFaroe With 23 whaling bays, not difficult for tourists to find themselves witness to Faroe Grind #BloodEclipse http://t…",Mon Mar 16 02:12:14 +0000 2015
"Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting, but conservation. #Tweet4Taiji",Tue Mar 10 19:08:55 +0000 2015
h90 Whale hunting whaling history whaler stationery marine life Romania 2004 189 http://t.co/0BWvkwFXSo http://t.co/d4h5X2RHf1,Wed Mar 11 17:39:01 +0000 2015
WHY am I just finding out about whaling omg,Wed Mar 11 13:12:34 +0000 2015
Whaling an american violent recreation: Ntqs,Sun Mar 15 06:07:03 +0000 2015
Recipe - Alaska Whale Stew - http://t.co/NtHytkNGNV #Tweet4Taiji #thecove #whaling #seashepherd,Wed Mar 11 20:10:00 +0000 2015
@merderlove1 that was bad. I was literally whaling.,Tue Mar 10 11:20:14 +0000 2015
"Incredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back",Mon Mar 09 16:29:52 +0000 2015
.@martinlidegaard Denmark supports Faroes Grindadrap = Denmark is Pro-Whaling. End it! http://t.co/mTOiPJ0Ep3 #BloodEclipse,Sun Mar 15 14:48:40 +0000 2015
https://t.co/UfGKGQVohO,Wed Mar 11 11:36:10 +0000 2015
World's Whaling Slaughter Tallied at 3 Million http://t.co/zAujGuQcYb,Thu Mar 12 15:51:36 +0000 2015
"@GraemeEdgeler Yeah, but there aren't exactly enough Whaling Commission votes to justify all that we've seen..",Wed Mar 11 20:56:01 +0000 2015
RT @DohertyShannen: I hope there is more attention brought to this especially as it is happening in our own backyard @SeaShepherd_USA http:…,Sun Mar 15 19:21:20 +0000 2015
".@Nordic_News Rugged and wild, the Faroe Islands, a jewel in the North Atlantic sea, tainted only by the tradition of whaling. #BloodEclipse",Sat Mar 14 18:12:32 +0000 2015
RT @irukahagohan: 【鯨と生きる（上）】欧米論理「捕鯨停止判決」「追い込み漁批判」、それでも消えぬ日本の「鯨の町」の誇り―産経http://t.co/3U4LTAUmS560代→子供の頃、すき焼きといったらイルカやった#whaling #鯨肉 #捕鯨 htt…,Fri Mar 13 06:33:39 +0000 2015
Why Norway should just let whaling die - WDC http://t.co/4l8xvgvCcP,4/29/2014
@FilthyFrank Instructions unclear: bought entire Japanese whaling fleet - now what,5/1/2014
"RT @NLMaritime: A special reception aboard the Charles W. Morgan whaling ship. http://t.co/tn87NNg3bg Thursday, June 5, 5:30 - 7:30 p.m. $7…",5/14/2014
RT @BusInsiderAU: The Australian Whaling Ship Captain Who Didn't Want To Kill Whales Has Died Aged 83 - http://t.co/hrXSZkh97F,5/23/2014
Recipe - Alaska Whale Stew - http://t.co/NtHytl5Q23 #Tweet4Taiji #thecove #whaling,5/28/2014
National Anthems of Great Current Whaling Nations - Indonesia - http://t.co/SiHEhzX4DL #Tweet4Taiji #thecove #seashepherd,5/28/2014
RT @action4ifaw: Taking the arguments against Icelandic whaling to Russia - http://t.co/hzcpaZ7Ay2,5/28/2014
"Salt & Storm by Kendell Kulper - whaling community in 1800s, protagonist is from island's witch family. String voice. #novlhq",5/28/2014
National Anthems of Great Current Whaling Nations - Canada - http://t.co/T6vrJm9vyu #Tweet4Taiji #thecove #seashepherd,5/28/2014
National Anthems of Great Current Whaling Nations - Greenland - http://t.co/GxsisIAfds #Tweet4Taiji #TheCove #SeaShepherd,5/28/2014
National Anthems of Great Current Whaling Nations - USA - http://t.co/rUDdccYllN #Tweet4Taiji #thecove #seashepherd,5/28/2014
National Anthems of Great Current Whaling Nations - Russia - http://t.co/wn5N1SIiGW #Tweet4Taiji #thecove #seashepherd,5/28/2014
Bald educational online go. whaling fleet scholarships - getting the unreservedly didactics alterum deserve now your serviceabilit: ctseQ,5/29/2014
"#JAPAN #Senkaku : The Senkaku Islands - Seeking Maritime Peace based on the Rule of Law, n...: http://t.co/X78peG7oCA",4/29/2014
YASUKUNI SHRINE JAPAN - 靖国神社: http://t.co/wEFVIO94Qb,5/4/2014
RT @zaitakukai: YASUKUNI SHRINE JAPAN - 靖国神社７分９秒間の紹介です音声：英語 字幕：日本https://t.co/fgpL1Pvh1f,5/5/2014
RT @Gin777Neko: YASUKUNI SHRINE JAPAN - 靖国神社: http://t.co/Urnc9BV3S5 @YouTubeさんから,5/5/2014
RT @Ocean_Pig: Recipe - Alaska Whale Stew - http://t.co/NtHytl5Q23 #Tweet4Taiji #thecove #whaling,4/29/2014
RT @Ocean_Pig: Recipes - Whale Steak & Whale in Red Wine - http://t.co/2JqJ0qFmZv #Tweet4Taiji #whaling #thecove,4/29/2014
National Anthems of Great Current Whaling Nations - Norway - http://t.co/7zykCnGSrR #Tweet4Taiji #SeaShepherd #thecove,4/29/2014
RT @HatfieldMSC: Scientists use DNA to identify species killed during early whaling days - http://t.co/lgaSx7TQrZ,4/29/2014
National Anthems of Great Current Whaling Nations - Indonesia - http://t.co/SiHEhzX4DL #Tweet4Taiji #thecove #seashepherd,4/29/2014
"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/4Gub78kk5a via @YouTube",4/30/2014
"RT @abou93270: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/4Gub78kk5a via @YouTube",4/30/2014
Japan's whaling - the end is nigh - http://t.co/YLihodHu34,4/30/2014
RT @TheAmazingPics: Check Out This Awesome Anti-Whaling Ship - The Sea Shephard - #photography http://t.co/ulGS9pDSrM http://t.co/TpwLOiBHqN,5/1/2014
"On http://t.co/NDbY9xCkI4 WHITE: ""New Whaling"" - Bonnie ""Prince"" Billy (with Angel Olsen)",5/2/2014
"In a Major Victory, Court Orders a Halt on Japanese Whaling - Slate Magazine (blog) http://t.co/3M8nP0id6F",5/2/2014
"@Love_GSDs thanks for the RT, hope it was an interesting read - you might also be interested in this post on whaling http://t.co/iZlY2b5xBc",5/2/2014
"""Get your harpoon ready, we're going whaling"" - Dan",5/3/2014
Photo: onegreenplanet: It’s time to let go of the past and move on! - Why Norway Needs to Let Whaling Die http://t.co/Glmd2c9HGt,5/3/2014
Sag Harbor Whaling Museum Raises Funds Through Local Crowd-Funding ... - The Sag Harbor Express http://t.co/2v5ahSyixW,5/8/2014
The Awful Consequences of Whaling in Antarctica - Amidst the excitement of... http://t.co/w6D5XlcTrE #ttot #travel #lp #tbex #rtw,5/8/2014
Japanese whaling ships to roam Antarctic again - http://t.co/A7bsNL9Obg via @smh,5/9/2014
RT @SealScotland: Japanese whaling ships to roam Antarctic again - http://t.co/A7bsNL9Obg via @smh,5/9/2014
