"The whale managed to gather two days worth of media attention , with Londoners and people all over the world captivated by the unusual story .",01/21/2006
"The whale managed to gather two days worth of media attention , with Londoners and people all over the world captivated by the unusual story .",01/21/2006
"The whale managed to gather two days worth of media attention , with Londoners and people all over the world captivated by the unusual story .",01/21/2006
Further tests are still pending and may provide additional information about what happened to this whale . '',09/15/2009
Further tests are still pending and may provide additional information about what happened to this whale . '',09/15/2009
Further tests are still pending and may provide additional information about what happened to this whale . '',09/15/2009
"Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .",09/15/2009
"Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .",09/15/2009
"Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .",09/15/2009
"Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .",09/15/2009
"Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .",09/15/2009
"Three died of natural causes Wednesday , and the other three were shot by veterinarians due to their poor condition .",03/26/2009
"Three died of natural causes Wednesday , and the other three were shot by veterinarians due to their poor condition .",03/26/2009
"Three died of natural causes Wednesday , and the other three were shot by veterinarians due to their poor condition .",03/26/2009
"Three died of natural causes Wednesday , and the other three were shot by veterinarians due to their poor condition .",03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .,03/26/2009
"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",03/26/2009
"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",03/26/2009
"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",03/26/2009
"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",03/26/2009
"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",03/26/2009
"At least one of the whales was attacked by sharks , officials said .",03/26/2009
"At least one of the whales was attacked by sharks , officials said .",03/26/2009
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .,01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
"`` For a month now we have dogged , delayed and disrupted the whaling fleet in the Southern Ocean Whale Sanctuary , and have no doubt that they have fallen far behind in their bid to slaughter 935 minke whales and 10 endangered fin whales .",01/23/2006
Japan says it 's too early to tell what effect Greenpeace has had on its current research mission .,01/23/2006
Japan says it 's too early to tell what effect Greenpeace has had on its current research mission .,01/23/2006
"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",01/23/2006
"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",01/23/2006
"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",01/23/2006
"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",01/23/2006
She said : `` it is now time to focus action on those controlling the whaling fleet . '',01/23/2006
She said : `` it is now time to focus action on those controlling the whaling fleet . '',01/23/2006
She said : `` it is now time to focus action on those controlling the whaling fleet . '',01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
"Hideki Moronuki from Japan 's Fisheries Agency is pleased the whaling mission will no longer be obstructed : `` Although Greenpeace say that they 're activities are peaceful , their activities are really dangerous and illegal , '' he said .",01/23/2006
Japan 's Institute of Cetacean Research ( ICR ) says the whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .,01/23/2006
Japan 's Institute of Cetacean Research ( ICR ) says the whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .,01/23/2006
Japan 's Institute of Cetacean Research ( ICR ) says the whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .,01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .",01/23/2006
"It is this aspect of the program which is often inaccurately sensationalised as illegal commercial whaling , reads a statement on their website .",01/23/2006
"It is this aspect of the program which is often inaccurately sensationalised as illegal commercial whaling , reads a statement on their website .",01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
Japan has welcomed Greenpeace 's decision to leave the Southern Ocean .,01/23/2006
"The Japan Whaling Association ( JWA ) , which promotes and protects Japan 's whaling culture says , `` The moratorium on commercial whaling is an anomaly . ''",01/23/2006
"The Japan Whaling Association ( JWA ) , which promotes and protects Japan 's whaling culture says , `` The moratorium on commercial whaling is an anomaly . ''",01/23/2006
"The Japan Whaling Association ( JWA ) , which promotes and protects Japan 's whaling culture says , `` The moratorium on commercial whaling is an anomaly . ''",01/23/2006
"The Japan Whaling Association ( JWA ) , which promotes and protects Japan 's whaling culture says , `` The moratorium on commercial whaling is an anomaly . ''",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
"Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .",01/23/2006
Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,01/23/2006
Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,01/23/2006
Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,01/23/2006
Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,01/23/2006
Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,01/23/2006
Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,01/23/2006
"The ICR say they `` do not , in any way , involve illegal whaling ... under the IWC 's no waste rules the by-products of the research program , including whale meat , are required so far as practicable to be processed .",01/23/2006
"The ICR say they `` do not , in any way , involve illegal whaling ... under the IWC 's no waste rules the by-products of the research program , including whale meat , are required so far as practicable to be processed .",01/23/2006
"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",06/19/2006
"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",06/19/2006
"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",06/19/2006
"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",06/19/2006
"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",06/19/2006
"Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .",06/19/2006
"Dr. Joth Singh from the International Fund for Animal Welfare ( IFAW ) said , `` after losing on every single proposal they brought to this meeting , the whaling countries and their supporters cooked up a non-binding statement , sprang it on the commission and pushed it to a vote - they want to kill whales , and they 're willing to kill the Commission to do it . ''",06/19/2006
"Dr. Joth Singh from the International Fund for Animal Welfare ( IFAW ) said , `` after losing on every single proposal they brought to this meeting , the whaling countries and their supporters cooked up a non-binding statement , sprang it on the commission and pushed it to a vote - they want to kill whales , and they 're willing to kill the Commission to do it . ''",06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
Other whaling allowed under the IWC moratorium includes subsistence whaling by aboriginal groups .,06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .",06/19/2006
"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",06/19/2006
"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",06/19/2006
"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",06/19/2006
"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",06/19/2006
"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",06/19/2006
"Commercial whaling has been banned under the IWC moratorium since 1986 , but some whaling has been able to continue .",06/19/2006
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .",09/15/2009
"After being moved to Denton Wharf at Gravesend in Kent , a postmortem examination by the Zoological Society of London revealed that he had died of starvation , and was estimated to be about two years old .",09/15/2009
"After being moved to Denton Wharf at Gravesend in Kent , a postmortem examination by the Zoological Society of London revealed that he had died of starvation , and was estimated to be about two years old .",09/15/2009
"After being moved to Denton Wharf at Gravesend in Kent , a postmortem examination by the Zoological Society of London revealed that he had died of starvation , and was estimated to be about two years old .",09/15/2009
"After being moved to Denton Wharf at Gravesend in Kent , a postmortem examination by the Zoological Society of London revealed that he had died of starvation , and was estimated to be about two years old .",09/15/2009
It was the first whale of its kind to be found in the river .,09/15/2009
It was the first whale of its kind to be found in the river .,09/15/2009
It was the first whale of its kind to be found in the river .,09/15/2009
It was the first whale of its kind to be found in the river .,09/15/2009
It was the first whale of its kind to be found in the river .,09/15/2009
He also commented : `` Preliminary results from the post-mortem examination indicate that it may have died as a result of starvation .,09/15/2009
He also commented : `` Preliminary results from the post-mortem examination indicate that it may have died as a result of starvation .,09/15/2009
There have only been 12 strandings of humpback whales in the last 20 years and this is an incredibly unusual event . '',09/15/2009
There have only been 12 strandings of humpback whales in the last 20 years and this is an incredibly unusual event . '',09/15/2009
"`` Although it 's obviously a sad outcome in this instance , the post-mortem examination has given us a rare opportunity to examine a truly extraordinary animal at close quarters .",09/15/2009
"`` Although it 's obviously a sad outcome in this instance , the post-mortem examination has given us a rare opportunity to examine a truly extraordinary animal at close quarters .",09/15/2009
"The arrest has generated great publicity in Japan , where public opinion is generally in favor of whaling , and the Sea Shepherd Conservation Society is consistently criticized .",03/13/2010
"The arrest has generated great publicity in Japan , where public opinion is generally in favor of whaling , and the Sea Shepherd Conservation Society is consistently criticized .",03/13/2010
"The arrest has generated great publicity in Japan , where public opinion is generally in favor of whaling , and the Sea Shepherd Conservation Society is consistently criticized .",03/13/2010
"The arrest has generated great publicity in Japan , where public opinion is generally in favor of whaling , and the Sea Shepherd Conservation Society is consistently criticized .",03/13/2010
"Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .",03/13/2010
"Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .",03/13/2010
"Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .",03/13/2010
"Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .",03/13/2010
"Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .",03/13/2010
"Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .",03/13/2010
"Activist groups such as Sea Shepherd , however , say that the program is a cover for commercial whaling , banned worldwide in 1986 .",03/13/2010
"Activist groups such as Sea Shepherd , however , say that the program is a cover for commercial whaling , banned worldwide in 1986 .",03/13/2010
"Activist groups such as Sea Shepherd , however , say that the program is a cover for commercial whaling , banned worldwide in 1986 .",03/13/2010
"A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .",03/13/2010
"A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .",03/13/2010
"A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .",03/13/2010
"A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .",03/13/2010
"A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .",03/13/2010
"A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .",03/13/2010
